panel_num,time(hh:mm:ss),date(dd//mm/yy),voltage(mV),current(mA),power(mW),theta0,theta1
1,11:44:58,26/09/24,296,6,4,,
2,11:44:58,26/09/24,792,16,14,-31.37,-0.35
3,11:44:58,26/09/24,1296,27,36,,
1,11:54:48,26/09/24,220,5,0,,
2,11:54:48,26/09/24,624,12,6,-31.37,2.15
3,11:54:48,26/09/24,1008,21,22,,
1,12:04:43,26/09/24,244,5,0,,
2,12:04:43,26/09/24,380,8,4,-31.36,4.64
3,12:04:43,26/09/24,1000,21,20,,
1,12:14:43,26/09/24,300,6,4,,
2,12:14:43,26/09/24,644,13,10,-30.00,30.00
3,12:14:43,26/09/24,1304,27,36,,
1,12:24:48,26/09/24,220,5,0,,
2,12:24:48,26/09/24,584,12,6,-31.33,9.60
3,12:24:48,26/09/24,596,13,10,,
1,12:34:43,26/09/24,252,5,0,,
2,12:34:43,26/09/24,712,14,10,-31.31,12.05
3,12:34:43,26/09/24,1304,26,32,,
1,12:44:48,26/09/24,236,5,0,,
2,12:44:48,26/09/24,772,16,14,-31.29,14.48
3,12:44:48,26/09/24,1140,24,26,,
1,12:54:34,26/09/24,280,6,4,,
2,12:54:34,26/09/24,1028,20,20,90.00,0.00
3,12:54:34,26/09/24,1496,31,46,,
1,13:04:58,26/09/24,392,8,4,,
2,13:04:58,26/09/24,1200,24,30,-31.22,19.25
3,13:04:58,26/09/24,2632,55,144,,
1,13:14:34,26/09/24,240,5,0,,
2,13:14:34,26/09/24,940,19,16,90.00,-30.00
3,13:14:34,26/09/24,1640,34,56,,
1,13:24:43,26/09/24,408,8,4,,
2,13:24:43,26/09/24,1404,28,40,90.00,30.00
3,13:24:43,26/09/24,2528,53,134,,
1,13:34:43,26/09/24,252,5,0,,
2,13:34:43,26/09/24,828,17,14,90.00,0.00
3,13:34:43,26/09/24,1588,33,52,,
1,13:44:58,26/09/24,248,5,0,,
2,13:44:58,26/09/24,796,16,14,-30.99,28.32
3,13:44:58,26/09/24,1076,22,26,,
1,13:54:34,26/09/24,220,5,0,,
2,13:54:34,26/09/24,760,15,14,90.00,0.00
3,13:54:34,26/09/24,952,20,20,,
1,14:04:43,26/09/24,288,6,4,,
2,14:04:43,26/09/24,1012,20,20,90.00,-30.00
3,14:04:43,26/09/24,1844,38,72,,
1,14:14:43,26/09/24,308,6,4,,
2,14:14:43,26/09/24,1188,24,26,90.00,-30.00
3,14:14:43,26/09/24,1116,24,26,,
1,14:24:43,26/09/24,328,7,4,,
2,14:24:43,26/09/24,1232,26,30,90.00,-60.00
3,14:24:43,26/09/24,2316,49,114,,
1,14:34:58,26/09/24,184,4,0,,
2,14:34:58,26/09/24,652,13,10,-30.49,38.42
3,14:34:58,26/09/24,1044,21,22,,
1,14:44:48,26/09/24,188,4,0,,
2,14:44:48,26/09/24,528,11,6,-30.35,40.23
3,14:44:48,26/09/24,1100,22,26,,
1,14:54:34,26/09/24,256,5,0,,
2,14:54:34,26/09/24,796,16,14,90.00,-30.00
3,14:54:34,26/09/24,1536,32,50,,
1,15:04:58,26/09/24,212,4,0,,
2,15:04:58,26/09/24,580,11,6,-30.00,43.63
3,15:04:58,26/09/24,1072,23,22,,
1,15:14:34,26/09/24,496,10,6,,
2,15:14:34,26/09/24,1980,39,78,90.00,0.00
3,15:14:34,26/09/24,3308,69,230,,
1,15:24:55,26/09/24,144,3,0,,
2,15:24:55,26/09/24,304,6,4,-60.00,-90.00
3,15:24:55,26/09/24,928,19,20,,
1,15:34:56,26/09/24,144,3,0,,
2,15:34:56,26/09/24,360,7,4,-29.25,48.09
3,15:34:56,26/09/24,796,16,14,,
1,15:44:53,26/09/24,156,3,0,,
2,15:44:53,26/09/24,364,7,4,-28.91,49.40
3,15:44:53,26/09/24,908,19,16,,
1,15:54:53,26/09/24,64,1,0,,
2,15:54:53,26/09/24,156,3,0,-28.51,50.61
3,15:54:53,26/09/24,332,7,4,,
1,16:04:53,26/09/24,52,1,0,,
2,16:04:53,26/09/24,72,2,0,-28.02,51.73
3,16:04:53,26/09/24,168,3,0,,
1,16:14:54,26/09/24,96,2,0,,
2,16:14:54,26/09/24,216,4,0,-27.43,52.75
3,16:14:54,26/09/24,460,9,4,,
1,16:24:34,26/09/24,108,2,0,,
2,16:24:34,26/09/24,304,6,4,90.00,-60.00
3,16:24:34,26/09/24,528,11,6,,
1,16:35:03,26/09/24,116,2,0,,
2,16:35:03,26/09/24,236,5,0,-25.72,54.49
3,16:35:03,26/09/24,512,10,6,,
1,16:44:54,26/09/24,36,1,0,,
2,16:44:54,26/09/24,60,1,0,-24.45,55.20
3,16:44:54,26/09/24,124,2,0,,
1,16:54:54,26/09/24,64,1,0,,
2,16:54:54,26/09/24,88,2,0,-22.70,55.81
3,16:54:54,26/09/24,236,5,0,,
1,17:04:55,26/09/24,76,2,0,,
2,17:04:55,26/09/24,140,3,0,-20.13,56.31
3,17:04:55,26/09/24,400,8,4,,
1,17:14:56,26/09/24,80,2,0,,
2,17:14:56,26/09/24,140,3,0,-16.03,56.70
3,17:14:56,26/09/24,336,7,4,,
1,17:24:57,26/09/24,72,2,0,,
2,17:24:57,26/09/24,164,3,0,-8.62,56.99
3,17:24:57,26/09/24,324,6,4,,
1,17:35:00,26/09/24,20,1,0,,
2,17:35:00,26/09/24,48,1,0,7.64,57.17
3,17:35:00,26/09/24,100,2,0,,
1,17:45:09,26/09/24,4,0,0,,
2,17:45:09,26/09/24,4,0,0,48.30,57.24
3,17:45:09,26/09/24,36,0,0,,
1,05:45:09,27/09/24,8,0,0,,
2,05:45:09,27/09/24,24,1,0,61.21,-57.22
3,05:45:09,27/09/24,72,1,0,,
1,05:55:04,27/09/24,32,1,0,,
2,05:55:04,27/09/24,48,1,0,18.65,-57.18
3,05:55:04,27/09/24,120,2,0,,
1,06:04:59,27/09/24,24,1,0,,
2,06:04:59,27/09/24,32,1,0,-2.21,-57.03
3,06:04:59,27/09/24,76,1,0,,
1,06:14:50,27/09/24,192,4,0,,
2,06:14:50,27/09/24,104,2,0,-90.00,-90.00
3,06:14:50,27/09/24,296,6,4,,
1,06:24:55,27/09/24,612,13,6,,
2,06:24:55,27/09/24,380,8,4,-90.00,-90.00
3,06:24:55,27/09/24,1024,21,22,,
1,06:34:40,27/09/24,956,19,20,,
2,06:34:40,27/09/24,988,22,20,90.00,-90.00
3,06:34:40,27/09/24,1796,37,68,,
1,06:44:55,27/09/24,592,12,6,,
2,06:44:55,27/09/24,976,18,20,-60.00,-60.00
3,06:44:55,27/09/24,1908,40,76,,
1,06:54:49,27/09/24,864,18,16,,
2,06:54:49,27/09/24,832,18,14,-60.00,-90.00
3,06:54:49,27/09/24,2108,44,92,,
1,07:04:52,27/09/24,404,8,4,,
2,07:04:52,27/09/24,684,13,10,-25.30,-53.86
3,07:04:52,27/09/24,1404,29,42,,
1,07:14:34,27/09/24,536,11,6,,
2,07:14:34,27/09/24,752,14,10,90.00,-90.00
3,07:14:34,27/09/24,1688,35,58,,
1,07:24:53,27/09/24,424,9,4,,
2,07:24:53,27/09/24,452,9,4,-26.94,-51.97
3,07:24:53,27/09/24,1060,22,22,,
1,07:34:34,27/09/24,1624,33,56,,
2,07:34:34,27/09/24,1544,28,42,90.00,-90.00
3,07:34:34,27/09/24,3180,66,212,,
1,07:44:43,27/09/24,3456,70,246,,
2,07:44:43,27/09/24,3232,84,194,90.00,-30.00
3,07:44:43,27/09/24,4664,97,452,,
1,07:54:58,27/09/24,2020,41,86,,
2,07:54:58,27/09/24,2312,32,76,-28.43,-48.40
3,07:54:58,27/09/24,3408,71,246,,
1,08:04:34,27/09/24,1880,38,72,,
2,08:04:34,27/09/24,2548,86,88,90.00,-60.00
3,08:04:34,27/09/24,2668,56,150,,
1,08:14:43,27/09/24,2244,46,104,,
2,08:14:43,27/09/24,4156,73,308,90.00,-60.00
3,08:14:43,27/09/24,6068,127,774,,
1,08:24:58,27/09/24,1900,39,76,,
2,08:24:58,27/09/24,2900,54,158,-29.33,-44.00
3,08:24:58,27/09/24,5380,113,606,,
1,08:34:34,27/09/24,2836,57,164,,
2,08:34:34,27/09/24,7784,217,754,90.00,-60.00
3,08:34:34,27/09/24,13464,282,3808,,
1,08:44:43,27/09/24,1044,21,22,,
2,08:44:43,27/09/24,2284,46,102,90.00,-30.00
3,08:44:43,27/09/24,3628,76,276,,
1,08:54:43,27/09/24,1076,22,22,,
2,08:54:43,27/09/24,2232,44,102,90.00,0.00
3,08:54:43,27/09/24,3696,77,286,,
1,09:04:43,27/09/24,1492,30,46,,
2,09:04:43,27/09/24,9280,249,1026,90.00,-60.00
3,09:04:43,27/09/24,17596,370,6528,,
1,09:14:43,27/09/24,2504,51,128,,
2,09:14:43,27/09/24,9408,252,1064,90.00,-60.00
3,09:14:43,27/09/24,18712,392,7350,,
1,09:24:43,27/09/24,1612,33,52,,
2,09:24:43,27/09/24,3412,66,230,90.00,-30.00
3,09:24:43,27/09/24,6048,127,766,,
1,09:34:43,27/09/24,1128,23,26,,
2,09:34:43,27/09/24,1868,39,66,90.00,-60.00
3,09:34:43,27/09/24,3108,65,204,,
1,09:44:43,27/09/24,1264,26,32,,
2,09:44:43,27/09/24,1892,40,66,90.00,-60.00
3,09:44:43,27/09/24,3076,64,196,,
1,09:54:43,27/09/24,2676,54,148,,
2,09:54:43,27/09/24,4760,105,394,90.00,-30.00
3,09:54:43,27/09/24,8612,180,1556,,
1,10:04:43,27/09/24,2752,56,154,,
2,10:04:43,27/09/24,6604,144,750,90.00,-30.00
3,10:04:43,27/09/24,11156,234,2612,,
1,10:14:43,27/09/24,2416,49,118,,
2,10:14:43,27/09/24,4100,85,314,90.00,-30.00
3,10:14:43,27/09/24,7776,163,1268,,
1,10:24:43,27/09/24,2432,49,122,,
2,10:24:43,27/09/24,5304,105,558,90.00,0.00
3,10:24:43,27/09/24,9572,200,1924,,
1,10:34:43,27/09/24,2740,56,154,,
2,10:34:43,27/09/24,7588,144,1094,90.00,-30.00
3,10:34:43,27/09/24,12404,260,3228,,
1,10:44:43,27/09/24,2900,59,170,,
2,10:44:43,27/09/24,8808,189,1356,90.00,-30.00
3,10:44:43,27/09/24,15060,316,4754,,
1,10:54:43,27/09/24,2284,46,108,,
2,10:54:43,27/09/24,6152,121,748,90.00,0.00
3,10:54:43,27/09/24,9892,207,2054,,
1,11:04:43,27/09/24,2180,44,98,,
2,11:04:43,27/09/24,4752,92,440,90.00,-30.00
3,11:04:43,27/09/24,8540,179,1530,,
1,11:14:43,27/09/24,2120,43,92,,
2,11:14:43,27/09/24,6608,128,846,90.00,0.00
3,11:14:43,27/09/24,9436,198,1868,,
1,11:24:58,27/09/24,2128,43,92,,
2,11:24:58,27/09/24,4844,96,472,-30.96,-5.25
3,11:24:58,27/09/24,11404,238,2724,,
1,11:34:34,27/09/24,1232,25,32,,
2,11:34:34,27/09/24,4168,83,340,90.00,0.00
3,11:34:34,27/09/24,7356,154,1134,,
1,11:44:43,27/09/24,772,16,14,,
2,11:44:43,27/09/24,3496,69,242,90.00,0.00
3,11:44:43,27/09/24,5020,105,528,,
1,11:54:53,27/09/24,780,16,14,,
2,11:54:53,27/09/24,10556,210,2090,-30.97,2.24
3,11:54:53,27/09/24,18492,387,7192,,
1,12:04:53,27/09/24,1296,26,36,,
2,12:04:53,27/09/24,4904,97,478,-30.96,4.73
3,12:04:53,27/09/24,9448,198,1874,,
1,12:14:53,27/09/24,1124,23,26,,
2,12:14:53,27/09/24,2772,56,158,-30.95,7.21
3,12:14:53,27/09/24,5708,119,684,,
1,12:24:34,27/09/24,1028,21,22,,
2,12:24:34,27/09/24,4392,87,384,90.00,30.00
3,12:24:34,27/09/24,6796,142,970,,
1,12:34:43,27/09/24,848,17,16,,
2,12:34:43,27/09/24,2508,50,124,90.00,30.00
3,12:34:43,27/09/24,4452,93,420,,
1,12:44:43,27/09/24,960,20,20,,
2,12:44:43,27/09/24,2784,55,154,90.00,30.00
3,12:44:43,27/09/24,5228,109,574,,
1,12:54:55,27/09/24,748,15,14,,
2,12:54:55,27/09/24,1972,39,78,-60.00,60.00
3,12:54:55,27/09/24,4384,92,404,,
1,13:04:36,27/09/24,672,14,10,,
2,13:04:36,27/09/24,1968,38,76,90.00,-90.00
3,13:04:36,27/09/24,4236,89,376,,
1,13:14:43,27/09/24,1004,20,20,,
2,13:14:43,27/09/24,5608,111,626,90.00,30.00
3,13:14:43,27/09/24,9348,196,1836,,
1,13:24:43,27/09/24,488,10,6,,
2,13:24:43,27/09/24,2612,50,132,90.00,-30.00
3,13:24:43,27/09/24,4240,88,376,,
1,13:34:43,27/09/24,652,13,10,,
2,13:34:43,27/09/24,2540,49,124,90.00,-60.00
3,13:34:43,27/09/24,5016,104,524,,
1,13:44:43,27/09/24,712,15,10,,
2,13:44:43,27/09/24,3080,61,190,90.00,0.00
3,13:44:43,27/09/24,4940,103,512,,
1,13:54:53,27/09/24,668,14,10,,
2,13:54:53,27/09/24,2312,46,108,-30.44,30.53
3,13:54:53,27/09/24,4660,97,456,,
1,14:04:34,27/09/24,760,16,14,,
2,14:04:34,27/09/24,3060,61,186,90.00,30.00
3,14:04:34,27/09/24,4532,95,432,,
1,14:14:43,27/09/24,3004,60,186,,
2,14:14:43,27/09/24,12764,255,3254,90.00,30.00
3,14:14:43,27/09/24,13752,291,4004,,
1,14:24:53,27/09/24,4280,87,374,,
2,14:24:53,27/09/24,15352,305,4706,-30.10,36.58
3,14:24:53,27/09/24,17200,361,6212,,
1,14:34:34,27/09/24,788,16,14,,
2,14:34:34,27/09/24,2680,53,144,90.00,30.00
3,14:34:34,27/09/24,3312,69,230,,
1,14:44:43,27/09/24,968,20,20,,
2,14:44:43,27/09/24,3308,66,220,90.00,60.00
3,14:44:43,27/09/24,3820,80,304,,
1,14:54:55,27/09/24,4144,84,350,,
2,14:54:55,27/09/24,14184,282,3994,-60.00,90.00
3,14:54:55,27/09/24,13512,283,3828,,
1,15:04:36,27/09/24,976,20,20,,
2,15:04:36,27/09/24,3212,64,206,90.00,60.00
3,15:04:36,27/09/24,4180,87,368,,
1,15:14:43,27/09/24,412,8,4,,
2,15:14:43,27/09/24,1448,29,42,90.00,30.00
3,15:14:43,27/09/24,2164,45,98,,
1,15:24:43,27/09/24,1264,26,32,,
2,15:24:43,27/09/24,3892,77,302,90.00,60.00
3,15:24:43,27/09/24,2636,55,144,,
1,15:34:55,27/09/24,408,8,4,,
2,15:34:55,27/09/24,1568,31,50,-60.00,30.00
3,15:34:55,27/09/24,2728,57,158,,
1,15:44:56,27/09/24,3016,61,186,,
2,15:44:56,27/09/24,9548,188,1798,-28.11,49.42
3,15:44:56,27/09/24,3644,76,278,,
1,15:54:49,27/09/24,1160,24,30,,
2,15:54:49,27/09/24,4136,82,340,-27.64,50.64
3,15:54:49,27/09/24,3712,77,288,,
1,16:04:34,27/09/24,620,13,6,,
2,16:04:34,27/09/24,2056,41,86,90.00,30.00
3,16:04:34,27/09/24,3132,65,206,,
1,16:14:43,27/09/24,424,9,4,,
2,16:14:43,27/09/24,1296,26,32,90.00,30.00
3,16:14:43,27/09/24,2204,46,102,,
1,16:25:03,27/09/24,220,5,0,,
2,16:25:03,27/09/24,472,10,4,-25.51,53.68
3,16:25:03,27/09/24,1164,24,30,,
1,16:34:34,27/09/24,372,8,4,,
2,16:34:34,27/09/24,1076,21,22,90.00,30.00
3,16:34:34,27/09/24,1368,28,40,,
1,16:45:03,27/09/24,240,5,0,,
2,16:45:03,27/09/24,612,12,6,-22.93,55.20
3,16:45:03,27/09/24,956,20,20,,
1,16:54:50,27/09/24,128,3,0,,
2,16:54:50,27/09/24,264,5,0,-20.89,55.81
3,16:54:50,27/09/24,524,11,6,,
1,17:04:55,27/09/24,156,3,0,,
2,17:04:55,27/09/24,364,7,4,-17.91,56.31
3,17:04:55,27/09/24,900,19,16,,
1,17:14:56,27/09/24,44,1,0,,
2,17:14:56,27/09/24,140,3,0,-13.20,56.70
3,17:14:56,27/09/24,292,6,4,,
1,17:24:58,27/09/24,48,1,0,,
2,17:24:58,27/09/24,96,2,0,-4.81,56.98
3,17:24:58,27/09/24,276,5,0,,
1,17:35:01,27/09/24,24,1,0,,
2,17:35:01,27/09/24,56,1,0,12.74,57.16
3,17:35:01,27/09/24,84,1,0,,
1,17:45:09,27/09/24,0,0,0,,
2,17:45:09,27/09/24,4,0,0,51.01,57.22
3,17:45:09,27/09/24,24,0,0,,
1,05:45:08,28/09/24,24,1,0,,
2,05:45:08,28/09/24,96,2,0,59.16,-57.20
3,05:45:08,28/09/24,176,3,0,,
1,05:55:04,28/09/24,180,4,0,,
2,05:55:04,28/09/24,192,4,0,21.16,-57.15
3,05:55:04,28/09/24,316,6,4,,
1,06:04:38,28/09/24,256,5,0,,
2,06:04:38,28/09/24,332,7,4,90.00,-90.00
3,06:04:38,28/09/24,464,9,4,,
1,06:15:04,28/09/24,328,7,4,,
2,06:15:04,28/09/24,356,8,4,-9.42,-56.73
3,06:15:04,28/09/24,604,12,6,,
1,06:24:35,28/09/24,388,8,4,,
2,06:24:35,28/09/24,540,10,6,90.00,-90.00
3,06:24:35,28/09/24,692,14,10,,
1,06:34:43,28/09/24,436,9,4,,
2,06:34:43,28/09/24,584,13,6,90.00,-90.00
3,06:34:43,28/09/24,804,16,14,,
1,06:44:43,28/09/24,780,16,14,,
2,06:44:43,28/09/24,996,23,16,90.00,-60.00
3,06:44:43,28/09/24,1604,33,56,,
1,06:54:43,28/09/24,1840,37,68,,
2,06:54:43,28/09/24,1648,37,50,90.00,-60.00
3,06:54:43,28/09/24,2456,51,128,,
1,07:04:43,28/09/24,1188,24,30,,
2,07:04:43,28/09/24,1656,28,46,90.00,-60.00
3,07:04:43,28/09/24,2032,42,86,,
1,07:14:43,28/09/24,2016,41,86,,
2,07:14:43,28/09/24,1936,46,66,90.00,-60.00
3,07:14:43,28/09/24,2668,55,150,,
1,07:24:43,28/09/24,1188,24,30,,
2,07:24:43,28/09/24,1736,40,52,90.00,-60.00
3,07:24:43,28/09/24,2616,54,144,,
1,07:34:43,28/09/24,1344,27,36,,
2,07:34:43,28/09/24,2492,57,104,90.00,-60.00
3,07:34:43,28/09/24,3564,74,266,,
1,07:44:43,28/09/24,2632,53,140,,
2,07:44:43,28/09/24,3220,120,158,90.00,-30.00
3,07:44:43,28/09/24,2572,54,140,,
1,07:54:43,28/09/24,2060,42,88,,
2,07:54:43,28/09/24,4328,121,246,90.00,-60.00
3,07:54:43,28/09/24,4428,92,410,,
1,08:04:43,28/09/24,2376,48,114,,
2,08:04:43,28/09/24,10760,138,1494,90.00,-60.00
3,08:04:43,28/09/24,3672,76,282,,
1,08:14:43,28/09/24,2524,51,132,,
2,08:14:43,28/09/24,7528,223,596,90.00,-60.00
3,08:14:43,28/09/24,3900,82,322,,
1,08:24:43,28/09/24,2148,44,96,,
2,08:24:43,28/09/24,4856,84,410,90.00,-60.00
3,08:24:43,28/09/24,5912,124,734,,
1,08:34:43,28/09/24,2288,47,108,,
2,08:34:43,28/09/24,7128,183,692,90.00,-60.00
3,08:34:43,28/09/24,10500,220,2316,,
1,08:44:43,28/09/24,1256,26,32,,
2,08:44:43,28/09/24,4660,109,338,90.00,-60.00
3,08:44:43,28/09/24,6476,134,892,,
1,08:54:43,28/09/24,1996,41,82,,
2,08:54:43,28/09/24,10936,277,1514,90.00,-60.00
3,08:54:43,28/09/24,17644,370,6528,,
1,09:04:53,28/09/24,1144,23,26,,
2,09:04:53,28/09/24,3300,81,168,-29.55,-36.90
3,09:04:53,28/09/24,5184,108,564,,
1,09:14:34,28/09/24,2228,45,102,,
2,09:14:34,28/09/24,8056,196,956,90.00,-30.00
3,09:14:34,28/09/24,12792,268,3434,,
1,09:24:43,28/09/24,2480,51,128,,
2,09:24:43,28/09/24,6488,114,744,90.00,-30.00
3,09:24:43,28/09/24,9352,196,1836,,
1,09:34:43,28/09/24,2768,56,158,,
2,09:34:43,28/09/24,6836,122,836,90.00,-60.00
3,09:34:43,28/09/24,10108,212,2146,,
1,09:44:43,28/09/24,2700,55,150,,
2,09:44:43,28/09/24,10456,181,1898,90.00,-30.00
3,09:44:43,28/09/24,14008,293,4122,,
1,09:54:43,28/09/24,2708,55,150,,
2,09:54:43,28/09/24,9828,241,1410,90.00,-30.00
3,09:54:43,28/09/24,17984,377,6786,,
1,10:04:43,28/09/24,2540,52,134,,
2,10:04:43,28/09/24,9320,162,1514,90.00,-30.00
3,10:04:43,28/09/24,13104,275,3604,,
1,10:14:43,28/09/24,2772,56,158,,
2,10:14:43,28/09/24,7764,167,1058,90.00,-30.00
3,10:14:43,28/09/24,12060,253,3050,,
1,10:24:43,28/09/24,2852,58,168,,
2,10:24:43,28/09/24,13720,301,3100,90.00,-30.00
3,10:24:43,28/09/24,18956,397,7544,,
1,10:34:43,28/09/24,1180,24,30,,
2,10:34:43,28/09/24,14476,313,3490,90.00,-30.00
3,10:34:43,28/09/24,18880,396,7478,,
1,10:44:43,28/09/24,972,20,20,,
2,10:44:43,28/09/24,15740,324,4486,90.00,-30.00
3,10:44:43,28/09/24,18396,386,7100,,
1,10:54:43,28/09/24,868,18,16,,
2,10:54:43,28/09/24,13952,299,3294,90.00,-30.00
3,10:54:43,28/09/24,18404,386,7110,,
1,11:04:43,28/09/24,1504,31,46,,
2,11:04:43,28/09/24,10488,229,1852,90.00,-30.00
3,11:04:43,28/09/24,16536,347,5742,,
1,11:14:43,28/09/24,1144,23,26,,
2,11:14:43,28/09/24,13916,272,3798,90.00,0.00
3,11:14:43,28/09/24,18412,386,7110,,
1,11:24:43,28/09/24,816,17,14,,
2,11:24:43,28/09/24,4644,93,412,90.00,0.00
3,11:24:43,28/09/24,6648,139,928,,
1,11:34:43,28/09/24,732,15,10,,
2,11:34:43,28/09/24,6236,123,770,90.00,0.00
3,11:34:43,28/09/24,8716,183,1590,,
1,11:44:58,28/09/24,1128,23,26,,
2,11:44:58,28/09/24,3468,69,242,-30.57,-0.18
3,11:44:58,28/09/24,6212,130,810,,
1,11:54:34,28/09/24,972,20,20,,
2,11:54:34,28/09/24,3904,78,304,90.00,30.00
3,11:54:34,28/09/24,5532,116,642,,
1,12:04:43,28/09/24,768,16,14,,
2,12:04:43,28/09/24,3376,67,230,90.00,0.00
3,12:04:43,28/09/24,4696,98,462,,
1,12:14:43,28/09/24,988,20,20,,
2,12:14:43,28/09/24,15932,318,5070,90.00,0.00
3,12:14:43,28/09/24,19004,398,7580,,
1,12:24:43,28/09/24,1144,23,26,,
2,12:24:43,28/09/24,14036,274,3890,90.00,0.00
3,12:24:43,28/09/24,18456,387,7146,,
1,12:34:43,28/09/24,1032,21,22,,
2,12:34:43,28/09/24,4140,82,344,90.00,30.00
3,12:34:43,28/09/24,7104,149,1058,,
1,12:44:43,28/09/24,888,18,16,,
2,12:44:43,28/09/24,4148,82,344,90.00,30.00
3,12:44:43,28/09/24,6224,130,812,,
1,12:54:58,28/09/24,824,17,14,,
2,12:54:58,28/09/24,4048,81,328,-30.41,17.03
3,12:54:58,28/09/24,6928,145,1006,,
1,13:04:34,28/09/24,1000,20,20,,
2,13:04:34,28/09/24,4180,83,350,90.00,30.00
3,13:04:34,28/09/24,6760,141,960,,
1,13:14:43,28/09/24,1572,32,52,,
2,13:14:43,28/09/24,14264,284,4050,90.00,30.00
3,13:14:43,28/09/24,18224,382,6966,,
1,13:24:43,28/09/24,1136,23,26,,
2,13:24:43,28/09/24,6112,122,748,90.00,30.00
3,13:24:43,28/09/24,9368,196,1842,,
1,13:34:53,28/09/24,1708,35,58,,
2,13:34:53,28/09/24,9996,198,1992,-30.15,26.25
3,13:34:53,28/09/24,15340,322,4942,,
1,13:44:34,28/09/24,2044,42,86,,
2,13:44:34,28/09/24,13296,265,3526,90.00,30.00
3,13:44:34,28/09/24,16264,341,5554,,
1,13:54:43,28/09/24,2864,58,168,,
2,13:54:43,28/09/24,15716,313,4918,90.00,30.00
3,13:54:43,28/09/24,17520,367,6440,,
1,14:04:43,28/09/24,1580,32,52,,
2,14:04:43,28/09/24,8236,165,1360,90.00,30.00
3,14:04:43,28/09/24,9256,194,1798,,
1,14:14:43,28/09/24,3636,74,268,,
2,14:14:43,28/09/24,16104,320,5168,90.00,60.00
3,14:14:43,28/09/24,17628,369,6518,,
1,14:24:53,28/09/24,2440,49,122,,
2,14:24:53,28/09/24,8844,177,1572,-29.57,36.63
3,14:24:53,28/09/24,11364,239,2720,,
1,12:02:47,30/09/24,1052,0,0,,
2,12:02:47,30/09/24,22096,0,10,-29.76,4.22
3,12:02:47,30/09/24,21428,0,6,,
1,12:23:46,30/09/24,3264,67,220,,
2,12:23:46,30/09/24,10168,203,1962,-30.00,0.00
3,12:23:46,30/09/24,9916,208,2062,,
1,12:33:44,30/09/24,5092,104,534,,
2,12:33:44,30/09/24,19432,386,7510,-30.00,0.00
3,12:33:44,30/09/24,19336,405,7848,,
1,12:43:44,30/09/24,4344,89,390,,
2,12:43:44,30/09/24,14708,293,4312,-30.00,0.00
3,12:43:44,30/09/24,14696,308,4536,,
1,12:53:44,30/09/24,2388,49,118,,
2,12:53:44,30/09/24,8536,170,1382,-29.58,16.93
3,12:53:44,30/09/24,8380,175,1474,,
1,13:03:41,30/09/24,3748,77,288,,
2,13:03:41,30/09/24,19016,378,7200,0.00,30.00
3,13:03:41,30/09/24,19572,410,8042,,
1,13:13:46,30/09/24,2760,56,158,,
2,13:13:46,30/09/24,18796,374,7042,-29.44,21.63
3,13:13:46,30/09/24,18752,393,7380,,
1,13:23:43,30/09/24,3476,72,252,,
2,13:23:43,30/09/24,19084,380,7268,-30.00,30.00
3,13:23:43,30/09/24,18900,396,7498,,
1,13:33:44,30/09/24,3884,80,312,,
2,13:33:44,30/09/24,19228,383,7372,-30.00,30.00
3,13:33:44,30/09/24,19016,399,7590,,
1,13:43:41,30/09/24,4228,86,368,,
2,13:43:41,30/09/24,18372,376,6910,0.00,0.00
3,13:43:41,30/09/24,19196,402,7736,,
1,14:33:43,30/09/24,5752,116,672,,
2,14:33:43,30/09/24,5736,114,656,0.00,30.00
3,14:33:43,30/09/24,5244,110,576,,
1,14:43:46,30/09/24,18888,386,7292,,
2,14:43:46,30/09/24,18372,366,6724,-30.00,30.00
3,14:43:46,30/09/24,15712,330,5184,,
1,14:53:44,30/09/24,7364,151,1118,,
2,14:53:44,30/09/24,6112,121,754,-30.00,60.00
3,14:53:44,30/09/24,4988,105,524,,
1,15:03:46,30/09/24,19024,388,7396,,
2,15:03:46,30/09/24,17908,356,6396,-60.00,60.00
3,15:03:46,30/09/24,14772,310,4588,,
1,15:13:46,30/09/24,6424,131,848,,
2,15:13:46,30/09/24,5588,111,626,-27.19,45.18
3,15:13:46,30/09/24,4912,103,508,,
1,15:23:39,30/09/24,18432,377,6950,,
2,15:23:39,30/09/24,16968,338,5744,30.00,60.00
3,15:23:39,30/09/24,5348,112,600,,
1,15:33:48,30/09/24,18360,375,6888,,
2,15:33:48,30/09/24,17724,353,6266,-30.00,60.00
3,15:33:48,30/09/24,4468,93,420,,
1,15:43:42,30/09/24,17900,365,6550,,
2,15:43:42,30/09/24,17272,344,5948,0.00,60.00
3,15:43:42,30/09/24,4028,84,340,,
1,15:53:45,30/09/24,17056,348,5944,,
2,15:53:45,30/09/24,16132,321,5188,-25.11,50.57
3,15:53:45,30/09/24,2628,55,144,,
1,16:03:42,30/09/24,17084,349,5964,,
2,16:03:42,30/09/24,16364,326,5334,0.00,60.00
3,16:03:42,30/09/24,3124,65,204,,
1,16:13:43,30/09/24,16280,332,5414,,
2,16:13:43,30/09/24,15948,317,5066,0.00,60.00
3,16:13:43,30/09/24,2724,57,154,,
1,16:23:45,30/09/24,11840,243,2906,,
2,16:23:45,30/09/24,10600,212,2228,-22.15,53.61
